mel_mean_0,mel_mean_1,mel_mean_2,mel_mean_3,mel_mean_4,mel_mean_5,mel_mean_6,mel_mean_7,mel_mean_8,mel_mean_9,mel_mean_10,mel_mean_11,mel_mean_12,mel_mean_13,mel_mean_14,mel_mean_15,mel_mean_16,mel_mean_17,mel_mean_18,mel_mean_19,mel_mean_20,mel_mean_21,mel_mean_22,mel_mean_23,mel_mean_24,mel_mean_25,mel_mean_26,mel_mean_27,mel_mean_28,mel_mean_29,mel_mean_30,mel_mean_31,mel_mean_32,mel_mean_33,mel_mean_34,mel_mean_35,mel_mean_36,mel_mean_37,mel_mean_38,mel_mean_39,mel_mean_40,mel_mean_41,mel_mean_42,mel_mean_43,mel_mean_44,mel_mean_45,mel_mean_46,mel_mean_47,mel_mean_48,mel_mean_49,mel_mean_50,mel_mean_51,mel_mean_52,mel_mean_53,mel_mean_54,mel_mean_55,mel_mean_56,mel_mean_57,mel_mean_58,mel_mean_59,mel_mean_60,mel_mean_61,mel_mean_62,mel_mean_63,mel_std_0,mel_std_1,mel_std_2,mel_std_3,mel_std_4,mel_std_5,mel_std_6,mel_std_7,mel_std_8,mel_std_9,mel_std_10,mel_std_11,mel_std_12,mel_std_13,mel_std_14,mel_std_15,mel_std_16,mel_std_17,mel_std_18,mel_std_19,mel_std_20,mel_std_21,mel_std_22,mel_std_23,mel_std_24,mel_std_25,mel_std_26,mel_std_27,mel_std_28,mel_std_29,mel_std_30,mel_std_31,mel_std_32,mel_std_33,mel_std_34,mel_std_35,mel_std_36,mel_std_37,mel_std_38,mel_std_39,mel_std_40,mel_std_41,mel_std_42,mel_std_43,mel_std_44,mel_std_45,mel_std_46,mel_std_47,mel_std_48,mel_std_49,mel_std_50,mel_std_51,mel_std_52,mel_std_53,mel_std_54,mel_std_55,mel_std_56,mel_std_57,mel_std_58,mel_std_59,mel_std_60,mel_std_61,mel_std_62,mel_std_63,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,spec_centroid,spec_rolloff,spec_bandwidth,zero_crossing_rate,rms,start,end,time_center,abs_start,abs_end,abs_time_center,label,participant
-19.878841,-18.694551,-16.566956,-20.830273,-31.837938,-33.57953,-34.634205,-39.638218,-42.569405,-44.183804,-45.304607,-44.154667,-42.37411,-47.136086,-48.63467,-47.168476,-47.738182,-48.620605,-50.916737,-51.441162,-51.53145,-51.37309,-51.283356,-51.866383,-52.359165,-53.11297,-54.009792,-54.485046,-54.640152,-55.23708,-54.914352,-54.526756,-55.078915,-54.490818,-54.04565,-54.86063,-55.51585,-56.323936,-56.55614,-56.75147,-56.86635,-56.60684,-56.16669,-55.91671,-56.427185,-56.851944,-56.78467,-56.86564,-56.305683,-56.40698,-56.93414,-56.83004,-56.793606,-56.854893,-56.679848,-56.30654,-56.06463,-55.728268,-55.457386,-54.790146,-54.020782,-53.842663,-54.30373,-57.323452,3.5471616,3.3686907,2.982207,2.959505,3.1892574,3.232678,3.432327,3.147357,3.449303,3.2597535,3.0713017,3.1552787,2.910767,2.8167892,3.09163,3.2252152,3.1378312,3.0949697,2.8665261,3.0093837,3.3138585,3.811074,3.8461533,3.4702225,3.361921,3.1487749,2.8835285,2.7294488,2.536258,2.554304,2.6254625,3.0724313,2.8901205,3.3897293,3.6136398,3.11018,2.8266022,2.3413138,2.2687843,1.8452182,1.9114218,2.1929448,2.4603794,2.5555556,2.3471093,2.1168454,2.160673,2.3010383,2.5760186,2.7006128,2.09664,2.2117627,2.0545974,1.8301806,1.8806057,1.9993429,1.968285,2.1396935,2.0624108,1.8164726,1.9184488,2.0087323,2.2101142,2.6296165,-400.74936,58.093777,39.566772,21.890406,19.27884,12.383845,11.53917,8.864664,7.5742016,4.7998853,3.0301692,4.109317,0.41975573,10.155145,4.720656,3.7510288,3.3400204,3.1380897,3.0941868,3.273455,3.1894486,3.2396727,3.600029,2.9504259,3.6976542,3.3646839,0.15784702,0.17573456,0.24093659,0.47049722,0.9318653,0.8333278,0.3566566,0.2855917,0.23350467,0.20238335,0.17705499,0.15394907,0.13550732,0.13718472,0.15114836,0.15354241,0.1160801,0.1684703,0.17438443,0.21016379,0.15636095,0.13929385,0.12484812,0.12389931,2148.1130811455146,6517.566002936485,3150.666399799782,0.04259375906322506,0.004331492,1040.0,1050.0,1045.0,1096.0,1106.0,1101.0,viparita_swasa,P8
-19.692747,-18.306713,-16.153238,-20.357353,-31.546871,-33.251526,-34.192493,-39.571537,-42.180477,-43.860153,-45.36114,-44.153976,-42.112404,-46.81528,-48.362373,-47.190365,-47.90791,-48.50012,-50.96292,-51.499416,-51.13017,-50.84558,-50.814228,-51.298523,-52.00921,-52.552547,-53.705734,-54.419373,-54.57891,-55.072025,-54.73578,-53.97522,-54.535744,-53.629982,-53.28435,-54.387825,-55.147163,-55.956234,-56.47985,-56.667057,-56.625595,-56.193996,-55.758472,-55.421402,-56.135033,-56.564198,-56.543514,-56.55836,-55.771366,-55.717697,-56.4996,-56.35722,-56.22231,-56.154003,-56.04469,-55.861683,-55.72348,-55.282043,-54.917072,-54.356285,-53.635536,-53.490788,-53.855568,-56.81207,3.5095794,3.2243783,3.053035,2.765663,2.9120948,3.3290539,3.7569344,3.3295522,3.2590024,3.595717,3.1128368,3.035314,2.9989307,2.948441,3.3556983,3.3001273,3.2267206,3.380385,2.9987702,3.275112,3.0048172,4.0820932,4.1997986,3.6745543,3.3635836,3.1966717,3.1414676,2.7944977,2.7316282,2.6851811,2.5977077,3.1290576,3.1028218,3.5965211,3.8972259,3.440522,3.121916,2.5555575,2.230104,1.9900287,2.0273159,2.3810513,2.76231,2.8960578,2.5305305,2.3355243,2.2747293,2.4021978,3.0273273,3.1375415,2.4650626,2.5006793,2.363666,2.0519426,2.3232408,2.289281,2.1880784,2.2893527,2.2743893,2.094675,2.2753615,2.2832916,2.507469,2.772392,-397.9633,57.391785,39.62664,22.052145,19.671349,12.825558,11.342979,9.0173855,7.4907556,4.318066,3.0044014,4.5155764,0.79115415,11.9493885,5.2680182,3.829215,3.5379283,3.2132201,3.115042,3.2434626,3.2116995,3.162339,4.0598574,3.2113042,3.728455,3.1416657,0.14548509,0.16235131,0.21651433,0.43637362,0.936799,0.8506595,0.35730606,0.28378862,0.2316615,0.19112436,0.16072045,0.13982835,0.11694648,0.12705208,0.1404199,0.13428274,0.10917238,0.15255208,0.16940401,0.20947254,0.15987934,0.13754663,0.11405209,0.10734518,2180.539615448547,6551.089852813225,3161.1557469298746,0.04273084034222738,0.004496063,1050.0,1060.0,1055.0,1106.0,1116.0,1111.0,viparita_swasa,P8
-19.377665,-17.944414,-16.41422,-20.655172,-31.450428,-32.670914,-33.550964,-39.488564,-42.117516,-43.820385,-45.147648,-44.172195,-42.412594,-46.913975,-48.644367,-47.034664,-47.458817,-48.115746,-50.34792,-51.204456,-51.31993,-50.731007,-50.692875,-51.198757,-52.26925,-52.850212,-53.503906,-54.23326,-54.676044,-54.782528,-54.592434,-54.21738,-54.443245,-53.487408,-53.064384,-54.108704,-54.99522,-55.676125,-56.28279,-56.560974,-56.722576,-56.458534,-55.903847,-55.489277,-56.111168,-56.463734,-56.353394,-56.457558,-55.543022,-55.416138,-56.51724,-56.46443,-56.373745,-56.434357,-56.258068,-56.123024,-55.90929,-55.537254,-55.12818,-54.411385,-53.649628,-53.570766,-54.059074,-56.87567,3.655485,3.0409522,3.001699,2.7021034,3.1671443,3.0707495,3.3375027,3.1283846,3.3142424,3.4111907,2.986481,2.952163,3.1807804,3.1132793,3.3468716,3.178487,3.193261,3.3589208,3.154159,3.1913264,3.1493604,3.8468318,3.9621134,3.5588617,3.1443624,3.2235467,3.064419,2.5898285,2.6358354,2.6802108,2.7479086,3.205241,2.889151,3.543009,3.997859,3.2779288,2.904966,2.3562846,2.2110395,1.9302958,1.9686986,2.4454796,2.56907,2.8698795,2.4923851,2.208331,2.2658,2.25142,3.0321245,3.1789904,2.3742085,2.423965,2.2933223,2.090276,2.1530483,1.9557852,2.0294728,2.242199,2.1545918,2.1547124,2.2749798,2.2456079,2.359773,2.7476425,-397.6075,58.034725,39.340046,22.315187,19.626326,12.7751665,11.4704,9.133121,7.9014997,3.6980581,2.6640613,4.312334,0.25769347,11.278812,5.1543384,3.8041399,3.545483,3.4285917,3.2598007,3.1141891,2.9134848,3.0581267,3.9003854,3.142915,3.5285332,3.2045677,0.15360737,0.1775163,0.2584977,0.5056655,0.93384683,0.81193274,0.3495459,0.2958962,0.25037333,0.21994247,0.18048352,0.14965509,0.12495087,0.13189995,0.15714861,0.15862802,0.12776035,0.18229404,0.15770632,0.19584467,0.1640013,0.15786196,0.11762351,0.10686014,2153.2500308750664,6489.1131974151685,3147.353462383893,0.04291437064965197,0.0045021106,1060.0,1070.0,1065.0,1116.0,1126.0,1121.0,viparita_swasa,P8
-19.552408,-18.36604,-16.082273,-20.275848,-31.333044,-32.79332,-33.78274,-39.673412,-42.636112,-44.2431,-45.270718,-44.451492,-42.440807,-47.014164,-48.7679,-47.026646,-47.91709,-48.72736,-50.81412,-51.521297,-51.33068,-51.31717,-51.42986,-51.98411,-52.282864,-52.81531,-53.685913,-54.23994,-54.597782,-54.79685,-54.940483,-54.26071,-54.6139,-53.85424,-53.84114,-54.58665,-55.23592,-56.154785,-56.519993,-56.689243,-56.568607,-56.17695,-55.737995,-55.57174,-56.258327,-56.469357,-56.280098,-56.421867,-55.995216,-56.23341,-56.922962,-56.740383,-56.548664,-56.488373,-56.26404,-56.064575,-55.857716,-55.63727,-55.239273,-54.609238,-53.91231,-53.822052,-54.335747,-57.4697,3.6927967,3.1649587,2.948855,2.6723835,3.2086897,3.192467,3.5215986,3.0932815,3.448472,3.4947608,3.3293228,3.3649924,3.1554232,3.0006418,3.5746365,3.3055675,3.3777318,3.4727972,3.3137,3.252908,3.3260062,3.9236367,4.0322647,3.9516764,3.7351987,3.478208,3.080785,2.9189959,3.0542524,2.805559,2.9052794,3.2800636,2.9278677,3.5838408,3.8903215,3.2687159,2.9367988,2.5284927,2.2889276,2.1269817,2.0874496,2.5674129,3.0617619,3.236658,2.8238704,2.538533,2.44216,2.565036,3.0103745,2.7925508,2.3328989,2.5318286,2.3622646,2.1832445,2.3163064,2.2557259,2.2145462,2.3400702,2.3044434,2.0557325,2.089361,2.0753543,2.188785,2.4274004,-399.18668,57.99954,39.569996,22.881378,19.757038,12.959573,11.548404,8.925632,7.5757427,4.8941083,2.4702423,3.983778,0.13792758,12.772955,5.043159,4.350166,3.878148,3.3309965,2.9660115,3.1928213,3.0886567,3.163292,3.583284,2.977401,3.6332502,3.2068543,0.15172486,0.17374499,0.25114974,0.53698456,0.96325874,0.787183,0.30272955,0.2536426,0.21373354,0.19405776,0.16790323,0.1463026,0.12115519,0.12878904,0.14826062,0.13659817,0.09094836,0.1742929,0.15970652,0.18829827,0.14668848,0.14210208,0.13239332,0.118253924,2115.9200872129004,6401.981164352524,3121.59898272532,0.04127845852668213,0.004530011,1070.0,1080.0,1075.0,1126.0,1136.0,1131.0,viparita_swasa,P8
-18.7198,-17.68591,-16.51115,-20.908112,-31.508877,-33.581516,-34.81872,-39.961483,-42.563198,-44.451405,-44.844875,-43.715656,-40.768017,-45.7236,-47.49349,-46.804745,-47.13262,-48.09715,-50.153065,-50.935352,-50.79743,-51.45151,-51.422745,-51.883266,-52.168266,-52.6637,-53.466484,-54.060894,-54.194225,-54.501854,-54.211185,-54.20773,-54.549774,-54.734962,-55.17233,-55.436954,-55.480957,-55.857063,-56.189762,-56.2281,-56.29734,-56.384823,-56.427345,-56.343117,-56.655632,-56.80565,-56.88241,-57.066616,-56.81918,-56.768227,-56.881275,-56.87495,-56.795227,-56.668457,-56.619305,-56.242313,-56.09068,-55.76042,-55.452984,-54.766575,-54.439648,-54.365456,-54.91988,-58.097176,3.447136,3.30689,3.060203,3.089656,3.1891007,3.065917,3.4844644,3.1182091,3.437642,3.2847495,3.3764093,3.4034247,2.9332712,3.048489,3.657652,3.4667296,3.4394555,3.628302,3.51582,3.8292696,3.521476,3.4729488,3.612963,3.570421,3.4554667,3.443402,3.396389,3.3116403,3.1277564,3.00985,2.8083234,3.212032,3.1922255,3.032176,2.9313428,2.8611226,2.8850956,2.7389877,2.5893219,2.499526,2.4880779,2.573879,2.2522342,2.3232133,2.4220748,2.219355,2.03648,2.0617507,2.1225567,2.198869,2.3388937,2.2739356,2.0579937,2.0656872,1.9431632,2.0244963,1.9863555,1.8190231,1.7315068,1.7680366,1.613866,1.5156502,1.4843149,1.5626205,-399.43533,60.110325,39.06445,21.452463,18.66453,12.405549,11.217605,9.686963,7.891287,6.8668895,3.9538765,3.852812,0.4766277,11.342039,4.5463605,5.374746,3.630634,3.4880068,3.426699,3.1369274,3.2125037,3.2092295,3.0677814,3.067802,2.947346,3.0333097,0.17460205,0.19493225,0.2679412,0.49605337,0.91934204,0.8229483,0.38578653,0.32661313,0.26469767,0.2242685,0.1953591,0.16979258,0.14268823,0.15132202,0.1716018,0.15796112,0.1351126,0.17425549,0.18693139,0.2184646,0.17430411,0.15726556,0.14211516,0.13517646,2034.4172279083198,6202.511759534513,3073.94846828335,0.039016050971577725,0.0045709307,1090.0,1100.0,1095.0,1146.0,1156.0,1151.0,breath_retention,P8
-19.091993,-18.072073,-16.459167,-20.785973,-31.39697,-33.259804,-34.34276,-39.302692,-42.176216,-43.699104,-44.773636,-43.429726,-41.296215,-46.02413,-47.615116,-47.119415,-47.53345,-47.823353,-48.685925,-48.70114,-48.772305,-48.612144,-48.856194,-49.82848,-49.998222,-49.89661,-50.874294,-52.60832,-52.78057,-53.18653,-53.049984,-52.875546,-53.597775,-52.631477,-52.597847,-53.154762,-53.80513,-54.895496,-55.59905,-55.79671,-55.880627,-55.887123,-55.694668,-55.26811,-54.953255,-55.58528,-55.849415,-56.042946,-56.195057,-56.441597,-56.5945,-56.671577,-56.315807,-55.68702,-54.628853,-53.44937,-53.619156,-54.20862,-54.197777,-53.915573,-53.40906,-53.61361,-54.687782,-57.525105,3.7929115,3.180683,3.0610254,2.8117173,3.2713,3.333592,3.6050355,3.8657544,4.2175508,3.9040875,3.6045287,3.6466763,3.273305,3.1002588,3.7327995,3.4353118,3.3037217,4.1387677,6.094535,5.9998116,5.791705,7.7728505,7.5105333,6.4848275,5.633136,7.043971,6.686314,4.615164,4.1258154,4.0507636,4.594808,4.850565,4.3644586,5.901673,6.050176,5.265588,4.704915,3.6792612,3.112664,2.847327,2.6940527,2.8243237,3.0927217,3.6271183,4.498358,4.018778,3.6796455,3.8143132,3.220388,2.8458724,2.9135244,2.54209,2.70308,3.2907376,4.8687725,6.3334436,6.0625043,4.6254926,3.943765,3.6030853,3.5598214,3.098457,2.2026079,2.6987705,-391.41602,58.276653,35.624493,18.923616,19.739164,14.498831,11.475468,10.213016,5.3271327,5.7987447,1.8068782,5.9280753,0.779614,24.483612,5.5377192,8.389882,7.271758,3.9310539,5.2982984,3.6534479,3.8352277,4.9218907,4.1146994,4.8210793,5.8390045,3.652403,0.17832758,0.20251651,0.2725866,0.5092449,0.93874246,0.82852066,0.36582065,0.30937815,0.2712423,0.2412003,0.20013471,0.17425516,0.12543163,0.14247097,0.16099766,0.1473023,0.111662954,0.16969286,0.17061138,0.20716263,0.18207297,0.16472475,0.13279052,0.120997764,2189.228341829338,6402.680618746374,3103.6413269254676,0.051163038355568444,0.0045392406,1100.0,1110.0,1105.0,1156.0,1166.0,1161.0,breath_retention,P8
-18.713686,-17.473518,-16.035618,-20.391254,-31.512922,-33.060192,-34.467045,-39.943462,-42.856464,-44.50225,-45.017727,-43.865833,-41.11388,-45.9683,-47.749256,-47.05644,-47.57343,-48.43315,-50.124588,-50.27424,-50.28279,-50.37569,-50.728485,-51.500126,-51.567688,-51.73665,-52.79297,-53.815315,-54.09978,-54.31141,-54.090694,-54.24776,-54.404884,-54.294594,-54.432053,-54.534214,-55.274178,-55.722866,-55.99399,-55.91997,-56.215115,-56.30648,-56.21745,-56.27033,-56.47109,-56.686558,-56.787167,-56.865032,-56.96057,-57.08175,-57.240494,-57.138958,-56.9751,-56.7908,-56.56704,-56.102478,-55.70638,-55.612904,-55.59325,-55.020866,-54.431328,-54.4669,-54.915104,-57.93837,3.5670052,3.3822944,2.92391,2.8620212,3.197957,3.2995238,3.7646956,3.5510056,3.568696,3.4614747,3.38351,3.4243426,3.1189768,3.5057101,4.1457615,3.9660697,3.9156723,3.8677778,4.020488,4.23046,4.236859,5.3178215,4.9724197,4.5584335,4.6807013,5.040243,4.6485777,3.9671617,4.1150155,4.057048,4.146277,4.2469993,4.2916746,4.458886,4.695662,4.5609937,4.1152425,3.7090473,4.134392,4.1033225,3.695849,3.5577934,3.4010005,3.4693627,3.4559357,3.244793,3.2722354,3.3283186,3.171595,3.1341581,2.930529,2.7537823,2.5474005,2.657929,2.831505,2.9574497,2.9949574,2.8716488,2.822252,2.8454227,2.7672546,2.4677057,2.2905254,2.175999,-398.3276,60.49072,38.011288,21.307428,19.612501,13.101319,12.112432,9.916407,7.1045203,6.265121,3.616127,4.4549537,0.5384798,19.17143,6.7998614,7.6060944,5.005287,3.597012,4.311453,3.363891,3.3491893,3.5944805,3.5462034,3.215056,3.6028693,3.3624327,0.16064513,0.18649797,0.27105507,0.5569047,0.9594951,0.800899,0.35024184,0.30448705,0.24911442,0.21305877,0.17632888,0.15413459,0.12989737,0.14465062,0.1729257,0.14792974,0.08959056,0.17448024,0.18408321,0.21824645,0.17058732,0.15468992,0.13115528,0.12483455,2007.6159249258528,6072.138456623405,3041.644843495427,0.04034494634570766,0.0047373194,1110.0,1120.0,1115.0,1166.0,1176.0,1171.0,breath_retention,P8
-19.767796,-18.239037,-16.46059,-20.718954,-31.286108,-33.039093,-34.231388,-39.381466,-42.009434,-43.725792,-44.68938,-43.497826,-41.588295,-46.322178,-46.975502,-46.481377,-47.422436,-47.921196,-48.872414,-49.083687,-48.771225,-48.98977,-50.508827,-51.359383,-51.830376,-51.8632,-52.76884,-54.14523,-54.527916,-54.550087,-54.046967,-54.021343,-54.250538,-53.455944,-53.317154,-53.90535,-54.20565,-55.056236,-55.959686,-56.2423,-56.41006,-56.523476,-56.164577,-55.845142,-55.892693,-56.386353,-56.300156,-56.606403,-56.67573,-56.703205,-56.79096,-57.001904,-56.94378,-56.525105,-56.20368,-55.6945,-55.743584,-55.501354,-55.40944,-54.851463,-54.099224,-54.146873,-54.761086,-57.73596,3.8104777,3.4342232,3.4151366,2.9220765,2.942374,3.1341903,3.4946406,3.329125,3.194006,3.455644,3.2249236,3.4448042,3.0990326,3.1998968,4.188661,3.4190114,3.1396356,3.5049593,3.8612406,3.9726024,4.3261485,4.8899455,4.0383706,3.3645859,2.9021652,3.2005122,3.0742059,2.7330751,2.6372063,2.497375,2.709821,3.3878295,2.9907622,3.5685637,3.6287746,3.269321,3.5055072,2.6655712,2.2157536,2.0040262,2.1380463,2.1869347,2.253281,2.311324,2.4010546,2.3019145,2.0915833,1.9954993,1.8351374,1.8806885,1.7178383,1.5500281,1.5928342,1.6622384,1.859997,2.2860382,1.8821111,1.7300167,1.5438328,1.4890114,1.7552185,1.6740386,1.5292519,1.8103341,-396.3008,60.321003,37.312977,20.446894,18.38706,12.10853,11.8649645,10.528994,7.0825763,4.1246877,2.039373,4.7527676,0.69351447,11.054332,3.8258982,4.703654,4.151314,3.6336138,3.514688,3.3537507,3.4598618,3.0700357,3.538668,3.2263353,3.6532538,3.2060332,0.1625985,0.19339077,0.26988104,0.5061256,0.9420218,0.8191879,0.352462,0.28716272,0.23132361,0.20084682,0.17180994,0.14940785,0.1265009,0.14633855,0.16806585,0.16192418,0.115376,0.16785903,0.17419586,0.21063879,0.15879786,0.1472811,0.122691326,0.107509024,2085.1614005082906,6314.44944306482,3089.1046086330584,0.04214626232598608,0.0044863806,1130.0,1140.0,1135.0,1186.0,1196.0,1191.0,meditation,P8
-19.814554,-18.35851,-16.152493,-20.375,-31.433113,-33.625378,-34.668144,-40.18393,-43.425823,-45.27183,-46.03853,-44.5584,-41.945858,-47.02552,-48.572506,-47.52894,-47.97378,-49.037224,-50.951893,-51.50979,-51.234135,-52.012825,-52.4401,-53.223274,-53.416473,-54.035667,-54.79344,-54.95088,-55.1761,-55.508842,-55.437355,-55.533615,-55.751392,-55.77216,-55.998295,-56.226997,-56.356945,-56.59679,-56.850567,-56.954094,-57.36979,-57.03546,-57.2529,-57.187855,-57.391994,-57.50439,-57.532017,-57.734993,-57.62797,-57.69464,-57.799557,-57.74051,-57.550533,-57.359566,-57.207058,-57.04557,-56.708374,-56.494896,-56.06424,-55.533173,-54.958534,-54.874954,-55.39009,-58.518135,3.8497946,3.1674576,2.9909432,2.7714374,2.9477603,3.449971,3.6537294,2.9746063,3.1460602,3.2825623,2.9896936,2.9572577,2.7974567,2.6881616,3.275846,3.330885,3.2421956,3.2069027,3.0984623,3.185219,3.122384,3.0696745,2.9593346,3.0069997,2.7471843,2.7271786,2.7867596,2.5692596,2.4593098,2.582771,2.331423,2.2868347,2.3238842,2.3185105,2.3390458,2.214378,2.0772588,2.1418118,2.105008,1.9772222,1.9219643,1.8730567,1.76092,1.680813,1.7055635,1.6540608,1.611926,1.5825123,1.5589556,1.487292,1.4453319,1.4002769,1.30631,1.3488656,1.3661529,1.2710173,1.3372748,1.4139965,1.0970868,1.1564945,1.0611503,1.0248067,1.0984721,1.3861812,-405.53726,60.352642,40.72604,22.292788,19.147638,12.452641,12.006337,10.0277605,7.701899,6.1087003,3.109997,3.0918355,-0.064748704,4.353011,3.678117,3.4397976,3.2833068,3.1995156,3.075393,3.1919158,3.0641322,3.1493986,3.1217122,3.0267084,3.0711808,2.9365573,0.14138803,0.1584402,0.2224448,0.44295195,0.9331328,0.8465321,0.34433272,0.26282403,0.2259305,0.20377699,0.17574617,0.14677374,0.10469355,0.12250189,0.14748178,0.15067361,0.12107307,0.1603597,0.15244286,0.19621494,0.1585659,0.14818393,0.12007681,0.10356335,1986.4140417217973,6148.079219384425,3068.2165792821656,0.03719207692865429,0.0044728066,1140.0,1150.0,1145.0,1196.0,1206.0,1201.0,meditation,P8
-19.16045,-17.85624,-16.146854,-20.54773,-31.608541,-33.680996,-34.46765,-40.01964,-43.424892,-44.89796,-45.46486,-44.30194,-42.01908,-46.866253,-48.6342,-47.21043,-48.00868,-49.292072,-51.347034,-51.405533,-51.226196,-51.995182,-52.637886,-53.096268,-53.149128,-53.640953,-53.914696,-54.59667,-54.961716,-55.212017,-55.33901,-55.433,-55.907284,-55.4234,-55.689964,-55.984783,-56.130573,-56.540775,-56.996674,-57.13438,-57.37151,-57.486046,-57.318798,-57.362984,-57.349407,-57.40328,-57.444653,-57.468388,-57.324257,-57.436787,-57.573105,-57.54026,-57.420307,-57.34686,-57.334053,-57.022644,-56.8035,-56.376816,-56.05316,-55.444355,-54.97392,-54.860615,-55.325424,-58.51845,3.502696,3.1787088,2.9628737,2.803894,2.978452,3.230069,3.464474,3.1599736,3.1929533,3.1733427,3.063505,3.03258,3.0700123,2.9191327,3.3874474,3.1461143,3.156793,3.1677487,3.0142403,2.986439,3.04975,3.326214,3.0200806,2.8131773,2.7271984,2.8012695,2.573393,2.5374444,2.6258004,2.541172,2.3717208,2.3630793,2.2817135,2.4091995,2.1383758,2.1891253,2.0608861,2.0085812,2.011539,1.9854648,1.8533634,1.8398755,1.7799733,1.7100643,1.6948256,1.64437,1.4980812,1.480272,1.546473,1.5683926,1.4371914,1.3242297,1.2800394,1.3375626,1.3566314,1.2781639,1.2682424,1.2832962,1.1614262,1.1779734,1.1156195,1.1137127,1.0671695,1.3595695,-404.74136,60.636013,40.63962,22.291971,19.46178,12.991404,11.534842,9.564706,7.95391,6.1007123,3.7439592,3.6918929,-0.22522789,4.349454,3.530756,3.194737,3.0000994,2.8891137,3.0925088,3.1362453,2.9614253,2.9261205,2.9317763,2.9616387,3.050375,3.010672,0.16079868,0.17877631,0.2354786,0.44864783,0.92993355,0.84696776,0.36741525,0.288693,0.23216046,0.19418791,0.16766194,0.15026464,0.122861326,0.128617,0.13260147,0.13698916,0.118999444,0.16310647,0.16597505,0.20655464,0.16368945,0.14405473,0.116984785,0.10594663,1965.8781939091716,6081.306305285673,3056.0558531219344,0.03718527950986079,0.0045722756,1150.0,1160.0,1155.0,1206.0,1216.0,1211.0,meditation,P8
-19.354235,-18.025742,-16.212374,-20.593729,-31.52885,-33.72183,-34.79964,-40.260567,-43.64902,-45.40229,-46.222675,-44.36445,-41.8393,-47.06986,-48.85362,-47.550762,-48.17907,-49.52004,-51.711075,-51.68065,-51.80579,-52.75901,-52.782764,-53.05782,-53.47419,-53.97431,-54.790993,-55.112225,-55.412785,-55.65354,-55.39724,-55.629414,-55.8729,-55.75485,-55.95124,-56.202538,-56.575523,-56.930042,-57.092842,-57.194523,-57.38824,-57.460075,-57.45009,-57.383038,-57.642265,-57.82017,-57.775654,-57.858715,-57.678364,-57.727287,-57.778713,-57.910133,-57.80584,-57.602722,-57.47023,-57.18466,-56.978653,-56.611694,-56.203087,-55.568,-55.01229,-54.915638,-55.432888,-58.570198,3.7021961,3.195541,3.2786005,3.0190966,2.9022756,3.2944827,3.675516,3.0047336,3.0977693,2.9511707,3.1809359,2.9457371,2.8011043,2.680809,3.0198965,2.9924808,3.2854915,3.3306746,3.0784473,3.127559,3.2598646,3.0949364,3.0597699,2.690808,2.705339,2.5441868,2.7250984,2.6547744,2.6277256,2.4968479,2.3746035,2.3710582,2.3452268,2.3035452,2.2833335,2.1947746,2.2235343,1.9770634,1.9739592,1.9210544,1.8225545,1.9154361,1.7921547,1.7116581,1.6917235,1.662307,1.6188151,1.6394783,1.5220952,1.5113633,1.5230194,1.3687403,1.3342509,1.3529601,1.3887314,1.2675822,1.1772424,1.259488,1.1636395,1.1864332,1.0388826,1.0199587,1.0553259,1.3650066,-406.6491,60.481678,41.063522,22.566153,19.759617,12.581843,11.747116,9.756378,8.022118,6.341562,3.7067528,3.5486445,-0.06232273,3.9257495,3.3295047,3.4113657,3.0368586,3.076284,2.9396176,3.002687,3.0685136,3.122578,3.166085,3.0024445,3.1969843,3.0354605,0.15447488,0.1774506,0.25094894,0.48795402,0.9384687,0.8183005,0.35279185,0.2935357,0.2475261,0.21434319,0.1750927,0.14908287,0.119497046,0.13924842,0.15810873,0.15015298,0.12675439,0.17180662,0.16710845,0.2149401,0.18403289,0.16411889,0.12508325,0.110671185,1953.4571151489884,6063.095510531468,3055.624047588056,0.036576910527842225,0.004562702,1160.0,1170.0,1165.0,1216.0,1226.0,1221.0,meditation,P8
